Repository,Issue Title,Issue URL
kristinbranson/APT,matlab/piotr dollar functions with the same names,https://github.com/kristinbranson/APT/issues/381
kristinbranson/APT,Failed training is treated as trained for NaN iterations,https://github.com/kristinbranson/APT/issues/380
kristinbranson/APT,ROIs not cleared when switching algorithms,https://github.com/kristinbranson/APT/issues/379
kristinbranson/APT,Reference Image when switching modes,https://github.com/kristinbranson/APT/issues/378
kristinbranson/APT,in MA branch - scroll wheel bug,https://github.com/kristinbranson/APT/issues/376
kristinbranson/APT,Calibration file won't load,https://github.com/kristinbranson/APT/issues/375
kristinbranson/APT,clear imported tracking,https://github.com/kristinbranson/APT/issues/368
kristinbranson/APT,error in SA on params - can't switch to template tracking mode with import trk data,https://github.com/kristinbranson/APT/issues/367
kristinbranson/APT,"""NaN"" Training: git repo error?",https://github.com/kristinbranson/APT/issues/365
kristinbranson/APT,AWS backend: use movies already living on S3,https://github.com/kristinbranson/APT/issues/364
kristinbranson/APT,video cropping issue,https://github.com/kristinbranson/APT/issues/363
kristinbranson/APT,Assertion failed + partially-labeled rows,https://github.com/kristinbranson/APT/issues/361
kristinbranson/APT,all targ +/- 100 frames skips some IDs,https://github.com/kristinbranson/APT/issues/360
kristinbranson/APT,clear tracking results,https://github.com/kristinbranson/APT/issues/359
rakutentech/stAdv,LBFGS learning rate,https://github.com/rakutentech/stAdv/issues/11
rakutentech/stAdv,About a problem of the demo,https://github.com/rakutentech/stAdv/issues/4
BirdVox/birdvoxdetect,ERROR: Could not find a version that satisfies the requirement ...,https://github.com/BirdVox/birdvoxdetect/issues/95
BirdVox/birdvoxdetect,Python 3.8 compatibility,https://github.com/BirdVox/birdvoxdetect/issues/78
MaximIntegratedAI/ai8x-training,ModuleNotFoundError: No module named 'resource',https://github.com/MaximIntegratedAI/ai8x-training/issues/248
BioSystemsUM/DeepMol,Dataset `to_csv` method fails for non tabular data.,https://github.com/BioSystemsUM/DeepMol/issues/104
BioSystemsUM/DeepMol,Tabular Transformer fails to fit,https://github.com/BioSystemsUM/DeepMol/issues/102
BioSystemsUM/DeepMol,Update Docker,https://github.com/BioSystemsUM/DeepMol/issues/100
BioSystemsUM/DeepMol,Add leaderboard to pipeline optimization.,https://github.com/BioSystemsUM/DeepMol/issues/99
BioSystemsUM/DeepMol,[NEW FEATURE] Add splitter to hyperparameter optimization with cross-validation ,https://github.com/BioSystemsUM/DeepMol/issues/96
BioSystemsUM/DeepMol,"""robust_multitask_classifier_model"" works well except when loading the model back in",https://github.com/BioSystemsUM/DeepMol/issues/94
BioSystemsUM/DeepMol,"""sc_score_model"" not working",https://github.com/BioSystemsUM/DeepMol/issues/93
BioSystemsUM/DeepMol,"""progressive_multitask_classifier_model"" not working (ValueError)",https://github.com/BioSystemsUM/DeepMol/issues/92
BioSystemsUM/DeepMol,"""megnet_model"" is not working (error with torch_geometric (extra_requirement))",https://github.com/BioSystemsUM/DeepMol/issues/91
BioSystemsUM/DeepMol,"""mpnn_model"" is not working",https://github.com/BioSystemsUM/DeepMol/issues/90
BioSystemsUM/DeepMol,"""multitask_irv_classifier_model"" not working (needs 1D featurizer + irv transformer but it is not working)",https://github.com/BioSystemsUM/DeepMol/issues/89
BioSystemsUM/DeepMol,"""cnn_model"" is not working (raise PicklingError)",https://github.com/BioSystemsUM/DeepMol/issues/88
BioSystemsUM/DeepMol,[BUG] KerasModel in jupyter notebook,https://github.com/BioSystemsUM/DeepMol/issues/83
BioSystemsUM/DeepMol,[FIX] some unittests are actually integration tests,https://github.com/BioSystemsUM/DeepMol/issues/38
BioSystemsUM/DeepMol,Unit test the complete package,https://github.com/BioSystemsUM/DeepMol/issues/23
BioSystemsUM/DeepMol,Take a deep look at the DeepChemModel class,https://github.com/BioSystemsUM/DeepMol/issues/21
BioSystemsUM/DeepMol,Add more Imbalanced Learn approaches,https://github.com/BioSystemsUM/DeepMol/issues/18
zggg1p/A-Domain-Adaption-Transfer-Learning-Bearing-Fault-Diagnosis-Model-Based-on-Wide-Convolution-Deep-Neu,NEWS！！！,https://github.com/zggg1p/A-Domain-Adaption-Transfer-Learning-Bearing-Fault-Diagnosis-Model-Based-on-Wide-Convolution-Deep-Neu/issues/2
TuragaLab/DECODE,Post-Processing slightly inconsistent for close high prob emitters,https://github.com/TuragaLab/DECODE/issues/197
TuragaLab/DECODE,Generalise ROI to Frame,https://github.com/TuragaLab/DECODE/issues/182
TuragaLab/DECODE,Calibration loader fails on newer calibration files,https://github.com/TuragaLab/DECODE/issues/175
TuragaLab/DECODE,Think about docs for parameters,https://github.com/TuragaLab/DECODE/issues/174
TuragaLab/DECODE,Remove nested lists in parameter file,https://github.com/TuragaLab/DECODE/issues/173
TuragaLab/DECODE,Add Instructions for 2D fitting,https://github.com/TuragaLab/DECODE/issues/171
TuragaLab/DECODE,Redirect terminal output elsewhere,https://github.com/TuragaLab/DECODE/issues/131
TuragaLab/DECODE,Add option to save model self-contained.,https://github.com/TuragaLab/DECODE/issues/122
TuragaLab/DECODE,Add method to frame processing that transforms emitters accordingly,https://github.com/TuragaLab/DECODE/issues/81
TuragaLab/DECODE,Abstract logger implementation to allow for other loggers,https://github.com/TuragaLab/DECODE/issues/53
TuragaLab/DECODE,Add all relevant (hyper)params to tensorboard,https://github.com/TuragaLab/DECODE/issues/47
TuragaLab/DECODE,Change x/y axis,https://github.com/TuragaLab/DECODE/issues/42
TuragaLab/DECODE,Change parameter file logic because it breaks sometimes,https://github.com/TuragaLab/DECODE/issues/41
TuragaLab/DECODE,Batch Folder processing,https://github.com/TuragaLab/DECODE/issues/27
TuragaLab/DECODE,Multiprocessing / multiple workers on Windows,https://github.com/TuragaLab/DECODE/issues/24
TuragaLab/DECODE,Robust EM Gain tag read from .tiff,https://github.com/TuragaLab/DECODE/issues/18
TuragaLab/DECODE,Logging training at the end of the epoch can take quite some time.,https://github.com/TuragaLab/DECODE/issues/17
TuragaLab/DECODE,Seperate parameter magic from load param,https://github.com/TuragaLab/DECODE/issues/13
TuragaLab/DECODE,Replace paths in tests by pkg resources,https://github.com/TuragaLab/DECODE/issues/8
castorini/honkling,Bump qs from 6.5.2 to 6.5.3 in /honkling-assistant,https://github.com/castorini/honkling/pull/128
castorini/honkling,Bump electron from 9.4.0 to 18.3.7 in /honkling-assistant,https://github.com/castorini/honkling/pull/127
castorini/honkling,Bump xmldom and electron-packager in /honkling-assistant,https://github.com/castorini/honkling/pull/126
castorini/honkling, Is this project still under maintenance?,https://github.com/castorini/honkling/issues/125
castorini/honkling,Bump ajv from 6.6.1 to 6.12.6 in /honkling-assistant,https://github.com/castorini/honkling/pull/122
castorini/honkling,Bump pathval from 1.1.0 to 1.1.1 in /honkling-node,https://github.com/castorini/honkling/pull/121
castorini/honkling,Bump tar from 4.4.8 to 4.4.19 in /honkling-node,https://github.com/castorini/honkling/pull/119
castorini/honkling,Bump path-parse from 1.0.6 to 1.0.7 in /honkling-assistant,https://github.com/castorini/honkling/pull/118
castorini/honkling,Add honkling logo to Readme,https://github.com/castorini/honkling/pull/116
castorini/honkling,Bump normalize-url from 4.5.0 to 4.5.1 in /honkling-assistant,https://github.com/castorini/honkling/pull/115
castorini/honkling,Bump hosted-git-info from 2.7.1 to 2.8.9 in /honkling-assistant,https://github.com/castorini/honkling/pull/114
castorini/honkling,Bump lodash from 4.17.19 to 4.17.21 in /honkling-assistant,https://github.com/castorini/honkling/pull/113
peizhenbai/DrugBAN,Interpretability with bilinear attention visualization,https://github.com/peizhenbai/DrugBAN/issues/11
peizhenbai/DrugBAN,药物分子的最大原子数为什么设置为290？,https://github.com/peizhenbai/DrugBAN/issues/10
CDDLeiden/DrugEx,License confusion,https://github.com/CDDLeiden/DrugEx/issues/3
CDDLeiden/DrugEx,Hello,https://github.com/CDDLeiden/DrugEx/issues/2
zackbatist/open-archaeo,New tag: aDNA kinship,https://github.com/zackbatist/open-archaeo/issues/25
zackbatist/open-archaeo,"Not just ""What do we have?"" but also ""What is missing?""",https://github.com/zackbatist/open-archaeo/issues/1
IBM/simulai,Verbose printing is not properly operating,https://github.com/IBM/simulai/issues/152
IBM/simulai,Is the SciPyInterface really communicating gradients to the torch.nn.Module objects ?,https://github.com/IBM/simulai/issues/129
IBM/simulai,"Doctrings for Optimization, SymbolicOperator and Losses",https://github.com/IBM/simulai/issues/116
IBM/simulai,Replicating the structure of PIRMSE to OPIRMSE,https://github.com/IBM/simulai/issues/115
IBM/simulai,Creating units tests,https://github.com/IBM/simulai/issues/114
IBM/simulai,📌 ISSUES TEMPLATE,https://github.com/IBM/simulai/issues/103
IBM/simulai,Roadmap for SimulAI,https://github.com/IBM/simulai/issues/87
jhu-lcsr/costar_plan,create numbered list with plan for RL + surreal integration of block stacking,https://github.com/jhu-lcsr/costar_plan/issues/556
jhu-lcsr/costar_plan,add block stacking dataset to darts,https://github.com/jhu-lcsr/costar_plan/issues/555
jhu-lcsr/costar_plan,"add block stacking loading code to costar_dataset, support pytorch",https://github.com/jhu-lcsr/costar_plan/issues/554
jhu-lcsr/costar_plan,Hypertree model inference,https://github.com/jhu-lcsr/costar_plan/pull/547
jhu-lcsr/costar_plan,Fix long filenames,https://github.com/jhu-lcsr/costar_plan/pull/536
jhu-lcsr/costar_plan,"Documents behind the links ""Approach"" and ""Simulation Experiments"" in the main README.md do not exist.",https://github.com/jhu-lcsr/costar_plan/issues/533
jhu-lcsr/costar_plan,BlockStackingReader support for Action success classifier for use on real robot,https://github.com/jhu-lcsr/costar_plan/issues/517
jhu-lcsr/costar_plan,Running block stacking network models on the real robot,https://github.com/jhu-lcsr/costar_plan/issues/516
jhu-lcsr/costar_plan,"[WIP] cornell multigrasp preprocessing + loss (CRITICAL BUG IS PRESENT, NOT READY)",https://github.com/jhu-lcsr/costar_plan/pull/510
jhu-lcsr/costar_plan,ENAS integration,https://github.com/jhu-lcsr/costar_plan/issues/502
jhu-lcsr/costar_plan,[WIP] Tf object detection as grasp prediction,https://github.com/jhu-lcsr/costar_plan/pull/493
jhu-lcsr/costar_plan,try euclidean loss based on human pose estimation,https://github.com/jhu-lcsr/costar_plan/issues/445
jhu-lcsr/costar_plan,Cornell Grasping Dataset: get pixel wise training going again,https://github.com/jhu-lcsr/costar_plan/issues/444
jhu-lcsr/costar_plan,debug test_grasp_geometry.py unit tests are failing!,https://github.com/jhu-lcsr/costar_plan/issues/441
jhu-lcsr/costar_plan,"Idea for Next stage: ""task sketching""!",https://github.com/jhu-lcsr/costar_plan/issues/430
jhu-lcsr/costar_plan,grasp: insufficient negative data,https://github.com/jhu-lcsr/costar_plan/issues/420
jhu-lcsr/costar_plan,gaussian loss crash during training,https://github.com/jhu-lcsr/costar_plan/issues/415
jhu-lcsr/costar_plan,vrep_grasp.py python pipeline crashes,https://github.com/jhu-lcsr/costar_plan/issues/408
jhu-lcsr/costar_plan,"build pixel-wise ""pipeline validation model""",https://github.com/jhu-lcsr/costar_plan/issues/403
jhu-lcsr/costar_plan,figure out pixel-wise training problem,https://github.com/jhu-lcsr/costar_plan/issues/401
jhu-lcsr/costar_plan,Grasp: Add extra clear view and close gripper time steps to training tensor whenever possible,https://github.com/jhu-lcsr/costar_plan/issues/391
jhu-lcsr/costar_plan,Grasp: Integrate Spatial Softmax,https://github.com/jhu-lcsr/costar_plan/issues/390
jhu-lcsr/costar_plan,Grasp Keras-FCN ResNet model with pretrained weights and a late concatenation ,https://github.com/jhu-lcsr/costar_plan/issues/389
jhu-lcsr/costar_plan,Gripper orientation inputs,https://github.com/jhu-lcsr/costar_plan/issues/386
jhu-lcsr/costar_plan,Grasp Vizualization: Evaluate pixel relative offset at every pixel with single gripper pose offset model,https://github.com/jhu-lcsr/costar_plan/issues/381
jhu-lcsr/costar_plan,grasp_train.py integrate pixel-wise loss option,https://github.com/jhu-lcsr/costar_plan/issues/366
jhu-lcsr/costar_plan,"grasp dataset Depth resizing, coordinate extents",https://github.com/jhu-lcsr/costar_plan/issues/364
jhu-lcsr/costar_plan,Grasp: Consider an initial square crop on the right side,https://github.com/jhu-lcsr/costar_plan/issues/356
jhu-lcsr/costar_plan,Transform Augmentation,https://github.com/jhu-lcsr/costar_plan/issues/353
jhu-lcsr/costar_plan,300 Epoch Training Run - Spatial Grasp Prediction,https://github.com/jhu-lcsr/costar_plan/issues/297
JuliaPOMDP/DeepQLearning.jl,"Tests still contain ""using RLInterface""",https://github.com/JuliaPOMDP/DeepQLearning.jl/issues/63
JuliaPOMDP/DeepQLearning.jl,Automatically convert to Float32,https://github.com/JuliaPOMDP/DeepQLearning.jl/issues/52
JuliaPOMDP/DeepQLearning.jl,Exploration Policy requires a (PO)MDP,https://github.com/JuliaPOMDP/DeepQLearning.jl/issues/51
JuliaPOMDP/DeepQLearning.jl,Problem with reading log files,https://github.com/JuliaPOMDP/DeepQLearning.jl/issues/43
JuliaPOMDP/DeepQLearning.jl,Support of AbtractEnvironment,https://github.com/JuliaPOMDP/DeepQLearning.jl/issues/34
rindow/rindow-neuralnetworks,How to use it to make ranking value for searches results ???,https://github.com/rindow/rindow-neuralnetworks/issues/4
rindow/rindow-neuralnetworks,"How to implement this type of ""Transformer"" machine learning model with the ""rindow-neuralnetworks"" Package ???",https://github.com/rindow/rindow-neuralnetworks/issues/3
rindow/rindow-neuralnetworks,What are the algorithms used by Google and Bing in artificial intelligence to provide a SHORT and EXACT answer ?,https://github.com/rindow/rindow-neuralnetworks/issues/2
rindow/rindow-neuralnetworks,How to make predictions via LSTM type recurrent neural networks algorithm ???,https://github.com/rindow/rindow-neuralnetworks/issues/1
StanfordASL/hj_reachability,Speed comparisons,https://github.com/StanfordASL/hj_reachability/issues/1
vocalpy/vak,TST/CLN: Further clean up / refactor how we generate test data,https://github.com/vocalpy/vak/issues/694
vocalpy/vak,WIP: candidate contribution - project Security Policy,https://github.com/vocalpy/vak/pull/692
